timestamp,model,model_id,served_model,language,item_id,type,subtype,difficulty,gold,sample_idx,parsed_answer,correct,confidence,parse_ok,finish_reason,reasoning_tokens,latency_s,raw_response,logprobs,error
2026-07-07T23:38:44,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O03,常规,生活常识,易,False,0,False,True,5,True,stop,0,2.09,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-07T23:38:44,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O04,常规,生活常识,易,True,3,True,True,5,True,stop,0,2.1,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-07T23:38:44,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O05,常规,百科,易,True,2,True,True,5,True,stop,0,2.13,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-07T23:38:44,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O03,常规,生活常识,易,False,2,False,True,5,True,stop,0,2.25,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O05,常规,百科,易,True,1,True,True,5,True,stop,0,2.67,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O01,常规,生活常识,易,True,3,True,True,5,True,stop,0,2.7,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O02,常规,生活常识,易,False,0,False,True,5,True,stop,0,2.85,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O02,常规,生活常识,易,False,2,False,True,5,True,stop,0,2.86,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O04,常规,生活常识,易,True,2,True,True,5,True,stop,0,2.87,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O01,常规,生活常识,易,True,0,True,True,5,True,stop,0,3.01,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O05,常规,百科,易,True,0,True,True,5,True,stop,0,3.11,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-07T23:38:45,qwen3.7-max-nothink,qwen3.7-max,qwen3.7-max,en,O05,常规,百科,易,True,3,True,True,5,True,stop,0,3.24,"{""answer"": ""True"", ""confidence"": 5}",,
