timestamp,model,model_id,served_model,language,item_id,type,subtype,difficulty,gold,sample_idx,parsed_answer,correct,confidence,parse_ok,finish_reason,reasoning_tokens,latency_s,raw_response,logprobs,error
2026-07-05T20:34:56,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O48,常规,科学常识,易,False,2,False,True,5,True,stop,206,19.38,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:34:56,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O48,常规,科学常识,易,False,1,False,True,5,True,stop,206,19.56,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:34:59,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O48,常规,科学常识,易,False,0,False,True,5,True,stop,225,22.32,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:00,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O48,常规,科学常识,易,False,3,False,True,5,True,stop,233,23.86,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:14,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O48,常规,科学常识,易,False,4,False,True,5,True,stop,204,18.22,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:14,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O26,常规,动物,易,False,0,False,True,5,True,stop,204,18.23,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:18,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O26,常规,动物,易,False,2,False,True,5,True,stop,212,18.03,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:22,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O26,常规,动物,易,False,1,False,True,5,True,stop,269,23.68,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:33,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O26,常规,动物,易,False,3,False,True,5,True,stop,208,19.31,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:36,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O26,常规,动物,易,False,4,False,True,5,True,stop,230,21.83,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:41,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O71,常规,科学常识,中,False,0,False,True,5,True,stop,249,22.61,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:46,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O71,常规,科学常识,中,False,1,False,True,5,True,stop,264,23.83,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:35:55,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O71,常规,科学常识,中,False,2,False,True,5,True,stop,234,22.09,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:36:00,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O71,常规,科学常识,中,False,3,False,True,5,True,stop,254,23.63,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-05T20:36:04,local-gemma,google/gemma-4-e4b,google/gemma-4-e4b,zh,O71,常规,科学常识,中,False,4,False,True,5,True,stop,245,23.09,"{""answer"": ""False"", ""confidence"": 5}",,
