timestamp,model,model_id,served_model,language,item_id,type,subtype,difficulty,gold,sample_idx,parsed_answer,correct,confidence,parse_ok,finish_reason,reasoning_tokens,latency_s,raw_response,logprobs,error
2026-07-08T09:11:06,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O01,常规,生活常识,易,True,1,True,True,5,True,stop,0,1.65,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:06,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O02,常规,生活常识,易,False,1,False,True,5,True,stop,0,1.83,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:06,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O01,常规,生活常识,易,True,3,True,True,5,True,stop,0,1.83,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:07,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O01,常规,生活常识,易,True,0,True,True,5,True,stop,0,1.99,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:07,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O02,常规,生活常识,易,False,2,False,True,5,True,stop,0,2.07,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:07,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O02,常规,生活常识,易,False,0,False,True,5,True,stop,0,2.1,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:07,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O01,常规,生活常识,易,True,2,True,True,5,True,stop,0,2.11,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:07,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O02,常规,生活常识,易,False,3,False,True,5,True,stop,0,2.15,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O03,常规,生活常识,易,False,0,False,True,5,True,stop,0,1.23,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O03,常规,生活常识,易,False,3,False,True,5,True,stop,0,1.21,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O03,常规,生活常识,易,False,2,False,True,5,True,stop,0,1.38,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O03,常规,生活常识,易,False,1,False,True,5,True,stop,0,1.46,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O04,常规,生活常识,易,True,0,True,True,5,True,stop,0,1.34,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O04,常规,生活常识,易,True,1,True,True,5,True,stop,0,1.31,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O04,常规,生活常识,易,True,2,True,True,5,True,stop,0,1.35,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:08,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O04,常规,生活常识,易,True,3,True,True,5,True,stop,0,1.4,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:09,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O05,常规,百科,易,True,0,True,True,5,True,stop,0,1.12,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:09,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O05,常规,百科,易,True,2,True,True,5,True,stop,0,1.24,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:09,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O05,常规,百科,易,True,1,True,True,5,True,stop,0,1.32,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:09,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O06,常规,百科,中,True,1,True,True,5,True,stop,0,1.12,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:09,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O06,常规,百科,中,True,0,True,True,5,True,stop,0,1.21,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:09,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O05,常规,百科,易,True,3,True,True,5,True,stop,0,1.38,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:09,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O06,常规,百科,中,True,2,True,True,5,True,stop,0,1.27,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:10,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O06,常规,百科,中,True,3,True,True,5,True,stop,0,1.46,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:10,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O07,常规,百科,中,True,0,True,True,5,True,stop,0,1.36,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:10,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O07,常规,百科,中,True,1,True,True,5,True,stop,0,1.22,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:10,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O07,常规,百科,中,True,3,True,True,5,True,stop,0,1.29,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:10,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O08,常规,百科,中,False,0,False,True,5,True,stop,0,1.2,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:11,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O08,常规,百科,中,False,1,False,True,5,True,stop,0,1.21,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:11,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O07,常规,百科,中,True,2,True,True,5,True,stop,0,1.39,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:11,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O08,常规,百科,中,False,2,False,True,5,True,stop,0,1.2,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:11,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O08,常规,百科,中,False,3,False,True,5,True,stop,0,1.33,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:11,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O09,常规,百科,中,True,0,True,True,5,True,stop,0,1.19,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O09,常规,百科,中,True,1,True,True,5,True,stop,0,1.17,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O09,常规,百科,中,True,2,True,True,5,True,stop,0,1.09,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O09,常规,百科,中,True,3,True,True,5,True,stop,0,1.14,"{""answer"": ""True"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O10,常规,百科,中,False,0,False,True,5,True,stop,0,1.24,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O10,常规,百科,中,False,1,False,True,5,True,stop,0,1.26,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O10,常规,百科,中,False,2,False,True,5,True,stop,0,1.31,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O10,常规,百科,中,False,3,False,True,5,True,stop,0,1.25,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:12,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O11,常规,网络流行(难度变体),难,False,0,False,True,5,True,stop,0,1.15,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:13,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O11,常规,网络流行(难度变体),难,False,1,False,True,5,True,stop,0,1.28,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:13,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O11,常规,网络流行(难度变体),难,False,3,False,True,5,True,stop,0,1.22,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:13,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O11,常规,网络流行(难度变体),难,False,2,False,True,5,True,stop,0,1.39,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:13,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O12,常规,网络流行(难度变体),难,False,1,False,True,5,True,stop,0,1.14,"{""answer"": ""False"", ""confidence"": 5}",,
2026-07-08T09:11:13,deepseek-v4-pro-nothink,deepseek-v4-pro,deepseek-v4-pro,en,O12,常规,网络流行(难度变体),难,False,2,False,True,5,True,stop,0,1.16,"{""answer"": ""False"", ""confidence"": 5}",,
